slug,type,author,title,series,number
the-alchemy-of-air-a-jewish-genius-a-doomed-tycoon-and-the-scientific-discovery-that-fed-the-world-but-fueled-the-rise-of-hitler-hager,book,Thomas Hager,"The Alchemy of Air: A Jewish Genius, a Doomed Tycoon, and the Scientific Discovery That Fed the World but Fueled the Rise of Hitler",,
the-righteous-mind-why-good-people-are-divided-by-politics-and-religion-haidt,book,Jonathan Haidt,The Righteous Mind: Why Good People Are Divided by Politics and Religion,,
airport-hailey,book,Arthur Hailey,Airport,,
ho-halberstam,book,David Halberstam,Ho,,
one-very-hot-day-halberstam,book,David Halberstam,One Very Hot Day,,
the-coldest-winter-america-and-the-korean-war-halberstam,book,David Halberstam,The Coldest Winter: America and the Korean War,,
the-making-of-a-quagmire-halberstam-daniel-j-singal,book,David Halberstam,The Making of a Quagmire,,
forever-peace-haldeman,book,Joe Haldeman,Forever Peace,,
the-forever-war-haldeman,book,Joe Haldeman,The Forever War,,
gentleman-of-leisure-a-year-in-the-life-of-a-pimp-hall-bob-adelman,book,Susan Hall,Gentleman of Leisure: A Year in the Life of a Pimp,,
mindstar-rising-hamilton,book,Peter F. Hamilton,Mindstar Rising,,
the-mind-of-war-john-boyd-and-american-security-hammond,book,Grant Tedrick Hammond,The Mind of War: John Boyd and American Security,,
lords-of-the-sky-fighter-pilots-and-air-combat-from-the-red-baron-to-the-f-16-hampton,book,Dan Hampton,"Lords of the Sky: Fighter Pilots and Air Combat, from the Red Baron to the F-16",,
the-hunter-killers-the-extraordinary-story-of-the-first-wild-weasels-the-band-of-maverick-aviators-who-flew-the-most-dangerous-missions-of-the-vietnam-war-hampton,book,Dan Hampton,"The Hunter Killers: The Extraordinary Story of the First Wild Weasels, the Band of Maverick Aviators Who Flew the Most Dangerous Missions of the Vietnam War",,
flying-camelot-the-f-15-the-f-16-and-the-weaponization-of-fighter-pilot-nostalgia-battlegrounds-cornell-studies-in-military-history-hankins,book,Michael W. Hankins,"Flying Camelot: The F-15, the F-16, and the Weaponization of Fighter Pilot Nostalgia (Battlegrounds: Cornell Studies in Military History)",,
sapiens-a-brief-history-of-humankind-harari,book,Yuval Noah Harari,Sapiens: A Brief History of Humankind,,
the-companion-species-manifesto-dogs-people-and-significant-otherness-paradigm-haraway-matthew-begelke,book,Donna J. Haraway,"The Companion Species Manifesto: Dogs, People, and Significant Otherness (Paradigm)",,
coming-together-embracing-your-core-desires-for-sexual-fulfillment-and-long-term-compatibility-harel-celeste-hirschman,book,Danielle Harel,Coming Together: Embracing your Core Desires for Sexual Fulfillment and Long-Term Compatibility,,
titanium-noir-harkaway,book,Nick Harkaway,Titanium Noir,,
the-fort-bragg-cartel-drug-trafficking-and-murder-in-the-special-forces-harp,book,Seth Harp,The Fort Bragg Cartel: Drug Trafficking and Murder in the Special Forces,,
agon-harper-sean-nittner,rpg,John Harper,Agon,,
blades-in-the-dark-harper,rpg,John Harper,Blades in the Dark,,
blades-in-the-dark-deep-cuts-harper,rpg,John Harper,Blades in the Dark - Deep Cuts,,
the-calligraphers-bible-100-complete-alphabets-with-step-by-step-hand-lettering-guides-harris,book,David Harris,The Calligrapher's Bible: 100 Complete Alphabets with Step-by-Step Hand Lettering Guides,,
the-work-of-the-imagination-harris,book,Paul L. Harris,The Work of the Imagination,,
act-made-simple-harris,book,Russ Harris,"""ACT Made Simple: An Easy-to-Read Primer on Acceptance and Commitment Therapy""",,
tongue-tied-untangling-communication-in-sex-kink-and-relationships-harris,book,Stella Harris,"Tongue Tied: Untangling Communication in Sex, Kink, and Relationships",,
the-adventures-of-the-stainless-steel-rat-stainless-steel-rat-4-6-harrison,book,Harry Harrison,"The Adventures of the Stainless Steel Rat (Stainless Steel Rat, #4-6)",,
light-harrison,book,M. John Harrison,Light,,
viriconium-viriconium-1-4-harrison-neil-gaiman,book,M. John Harrison,"Viriconium (Viriconium, #1-4)",,
a-lonely-kind-of-war-forward-air-controller-vietnam-harrison,book,Marshall Harrison,"A Lonely Kind of War: Forward Air Controller, Vietnam",,
the-space-opera-renaissance-hartwell-kathryn-cramer,book,David G. Hartwell,The Space Opera Renaissance,,
orbital-harvey,book,Samantha Harvey,Orbital,,
innovation-thinking-methods-for-the-modern-entrepreneur-disciplines-of-thought-that-can-help-you-rethink-industries-and-unlock-10x-better-solutions-hashmi,book,Osama A. Hashmi,Innovation Thinking Methods for the Modern Entrepreneur: Disciplines of thought that can help you rethink industries and unlock 10x better solutions,,
inferno-the-world-at-war-1939-1945-hastings,book,Max Hastings,"Inferno: The World at War, 1939-1945",,
operation-pedestal-the-fleet-that-battled-to-malta-1942-a-definitive-wwii-history-of-the-royal-navy-convoy-and-mediterranean-siege-hastings,book,Max Hastings,"Operation Pedestal: The Fleet That Battled to Malta, 1942 – A Definitive WWII History of the Royal Navy Convoy and Mediterranean Siege",,
thrill-switch-hawken-secours,audiobook,Tim Hawken,Thrill Switch,,
counterfeit-dreams-one-mans-journey-into-and-out-of-the-world-of-scientology-hawkins,book,Jefferson Hawkins,Counterfeit Dreams : One Man's Journey into and Out of the World of Scientology,,
the-library-at-mount-char-hawkins,book,Scott Hawkins,The Library at Mount Char,,
the-creation-of-psychopharmacology-healy,book,David Healy,The Creation of Psychopharmacology,,
bart-the-dramatic-history-of-the-bay-area-rapid-transit-system-healy-john-king,book,Michael C. Healy,BART: The Dramatic History of the Bay Area Rapid Transit System,,
double-star-heinlein,book,Robert A. Heinlein,Double Star,,
friday-heinlein,book,Robert A. Heinlein,Friday,,
glory-road-heinlein,book,Robert A. Heinlein,Glory Road,,
have-space-suitwill-travel-heinlein,book,Robert A. Heinlein,Have Space Suit—Will Travel,,
space-cadet-heinlein,book,Robert A. Heinlein,Space Cadet,,
starship-troopers-heinlein,book,Robert A. Heinlein,Starship Troopers,,
stranger-in-a-strange-land-heinlein-james-warhola,book,Robert A. Heinlein,Stranger in a Strange Land,,
the-door-into-summer-heinlein,book,Robert A. Heinlein,The Door Into Summer,,
the-moon-is-a-harsh-mistress-heinlein,book,Robert A. Heinlein,The Moon is a Harsh Mistress,,
the-puppet-masters-heinlein,book,Robert A. Heinlein,The Puppet Masters,,
time-for-the-stars-heinlein,book,Robert A. Heinlein,Time for the Stars,,
tunnel-in-the-sky-heinlein,book,Robert A. Heinlein,Tunnel in the Sky,,
13-true-ways-heinsoo-jonathan-tweet,rpg,Rob Heinsoo,13 True Ways,,
13th-age-core-book-heinsoo-jonathan-tweet,rpg,Rob Heinsoo,13th Age Core Book,,
the-plane-above-secrets-of-the-astral-sea-a-4th-edition-dd-supplement-heinsoo,rpg,Rob Heinsoo,The Plane Above: Secrets of the Astral Sea: A 4th Edition D&D Supplement,,
take-the-high-road-divorce-with-compassion-for-yourself-and-your-family-heller,book,Andy H Heller,Take the High Road: Divorce with Compassion for Yourself and Your Family,,
the-junior-officers-reading-club-killing-time-and-fighting-wars-hennessey,book,Patrick Hennessey,The Junior Officers' Reading Club: Killing Time And Fighting Wars,,
the-gift-of-the-magi-and-other-short-stories-henry-shane-weller,book,O. Henry,The Gift of the Magi and Other Short Stories,,
future-visions-original-science-fiction-inspired-by-microsoft-henshaw-allison-linn,book,Jennifer Henshaw,Future Visions: Original Science Fiction Inspired by Microsoft,,
chapterhouse-dune-herbert,book,Frank Patrick Herbert,Chapterhouse: Dune,Dune,6
children-of-dune-herbert,book,Frank Patrick Herbert,Children of Dune,Dune,3
dune-herbert,book,Frank Patrick Herbert,Dune,Dune,1
dune-messiah-herbert,book,Frank Patrick Herbert,Dune Messiah,Dune,2
god-emperor-of-dune-herbert,book,Frank Patrick Herbert,God Emperor of Dune,Dune,4
heretics-of-dune-herbert,book,Frank Patrick Herbert,Heretics of Dune,Dune,5
the-dosadi-experiment-herbert,book,Frank Patrick Herbert,The Dosadi Experiment,,
whipping-star-herbert,book,Frank Patrick Herbert,Whipping Star,,
freedoms-forge-how-american-business-produced-victory-in-world-war-ii-herman,book,Arthur Herman,Freedom's Forge: How American Business Produced Victory in World War II,,
the-assimilated-cubans-guide-to-quantum-santeria-hernandez,book,Carlos Hernandez,The Assimilated Cuban's Guide to Quantum Santeria,,
dispatches-herr,book,Michael Herr,Dispatches,,
stalking-the-vietcong-inside-operation-phoenix-a-personal-account-herrington,book,Stuart A. Herrington,Stalking the Vietcong: Inside Operation Phoenix: A Personal Account,,
the-war-of-atonement-the-inside-story-of-the-yom-kippur-war-greenhill-military-herzog-michael-herzog,book,Chaim Herzog,The War of Atonement: The Inside Story of the Yom Kippur War (Greenhill Military),,
man-is-not-alone-a-philosophy-of-religion-heschel,book,Abraham Joshua Heschel,Man Is Not Alone: A Philosophy of Religion,,
science-studies-an-advanced-introduction-hess,book,David J. Hess,Science Studies: An Advanced Introduction,,
forget-a-mentor-find-a-sponsor-the-new-way-to-fast-track-your-career-hewlett,book,Sylvia Ann Hewlett,"Forget a Mentor, Find a Sponsor: The New Way to Fast-Track Your Career",,
rocket-boys-a-memoir-hickam,book,Homer Hickam,Rocket Boys: A Memoir,,
the-friends-of-eddie-coyle-higgins,book,George V. Higgins,The Friends of Eddie Coyle,,
writing-in-general-and-the-short-story-in-particular-hills,book,Lawrence Rust Hills,Writing In General And The Short Story In Particular,,
medieval-sieges-siegecraft-hindley,book,Geoffrey Hindley,Medieval Sieges & Siegecraft,,
democratizing-innovation-mit-press-hippel,book,Eric von Hippel,Democratizing Innovation (Mit Press),,
cockfidence-the-definitive-guide-to-being-the-man-you-want-to-be-and-driving-women-wild-hirschman-danielle-harel,book,Celeste Hirschman,Cockfidence: The Definitive Guide to Being The Man You Want To Be And Driving Women Wild,,
nights-black-agents-hite,rpg,Kenneth Hite,Night's Black Agents,,
industry-and-empire-the-birth-of-the-industrial-revolution-hobsbawm-chris-wrigley,book,Eric J. Hobsbawm,Industry and Empire: The Birth of the Industrial Revolution,,
king-leopolds-ghost-a-story-of-greed-terror-and-heroism-in-colonial-africa-hochschild,book,Adam Hochschild,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",,
spain-in-our-hearts-americans-in-the-spanish-civil-war-19361939-hochschild,book,Adam Hochschild,"Spain in Our Hearts: Americans in the Spanish Civil War, 1936–1939",,
a-nuclear-family-vacation-travels-in-the-world-of-atomic-weaponry-hodge-sharon-weinberger,book,Nathan Hodge,A Nuclear Family Vacation: Travels in the World of Atomic Weaponry,,
the-raven-scholar-hodgson,book,Antonia Hodgson,The Raven Scholar,,
the-true-believer-thoughts-on-the-nature-of-mass-movements-hoffer,book,Eric Hoffer,The True Believer: Thoughts on the Nature of Mass Movements,,
the-billion-dollar-spy-a-true-story-of-cold-war-espionage-and-betrayal-hoffman,book,David E. Hoffman,The Billion Dollar Spy: A True Story of Cold War Espionage and Betrayal,,
the-dead-hand-the-untold-story-of-the-cold-war-arms-race-and-its-dangerous-legacy-hoffman,book,David E. Hoffman,The Dead Hand: The Untold Story of the Cold War Arms Race and its Dangerous Legacy,,
raising-a-secure-child-how-circle-of-security-parenting-can-help-you-nurture-your-childs-attachment-emotional-resilience-and-freedom-to-explore-hoffman-glen-cooper,book,Kent Hoffman,"Raising a Secure Child: How Circle of Security Parenting Can Help You Nurture Your Child's Attachment, Emotional Resilience, and Freedom to Explore",,
fortress-a-history-of-military-defense-hogg,book,Ian V. Hogg,Fortress : A History of Military Defense,,
big-week-the-biggest-air-battle-of-world-war-ii-holland,book,James Holland,Big Week: The Biggest Air Battle of World War II,,
dam-busters-the-true-story-of-the-legendary-raid-on-the-ruhr-holland,book,James Holland,Dam Busters: The True Story of the Legendary Raid on the Ruhr,,
the-middle-passage-hollis,book,James Hollis,The Middle Passage: From Misery to Meaning in Midlife,,
supercarriers-holmes-jean-pierre-montbazet,book,Tony Holmes,Supercarriers,,
the-iliad-the-odyssey-homer-robert-fagles,book,Homer Homer,The Iliad / The Odyssey,,
learning-war-the-evolution-of-fighting-doctrine-in-the-us-navy-1898-1945-studies-in-naval-history-and-sea-power-hone,book,Trent Hone,"Learning War: The Evolution of Fighting Doctrine in the U.S. Navy, 1898-1945 (Studies in Naval History and Sea Power)",,
a-libertarian-walks-into-a-bear-the-utopian-plot-to-liberate-an-american-town-and-some-bears-hongoltz-hetling,book,Matthew Hongoltz-Hetling,A Libertarian Walks into a Bear: The Utopian Plot to Liberate an American Town (And Some Bears),,
the-prisoner-of-zenda-hope,book,Anthony Hope,The Prisoner of Zenda,,
the-salt-roads-hopkinson,book,Nalo Hopkinson,The Salt Roads,,
neptunes-inferno-the-us-navy-at-guadalcanal-hornfischer,book,James D. Hornfischer,Neptune's Inferno: The U.S. Navy at Guadalcanal,,
ship-of-ghosts-the-story-of-the-uss-houston-fdrs-legendary-lost-cruiser-and-the-epic-saga-of-her-survivors-hornfischer,book,James D. Hornfischer,"Ship of Ghosts: The Story of the USS Houston, FDR's Legendary Lost Cruiser, and the Epic Saga of Her Survivors",,
the-fleet-at-flood-tide-america-at-total-war-in-the-pacific-1944-1945-hornfischer,book,James D. Hornfischer,"The Fleet at Flood Tide: America at Total War in the Pacific, 1944-1945",,
the-last-stand-of-the-tin-can-sailors-the-extraordinary-world-war-ii-story-of-the-us-navys-finest-hour-hornfischer,book,James D. Hornfischer,The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour,,
a-nation-of-realtors-a-cultural-history-of-the-twentieth-century-american-middle-class-hornstein,book,Jeffrey M. Hornstein,A Nation Of Realtors: A Cultural History Of The Twentieth-century American Middle Class,,
the-darwin-elevator-hough,book,Jason M. Hough,The Darwin Elevator,The Dire Earth,1
the-exodus-towers-hough,book,Jason M. Hough,The Exodus Towers,The Dire Earth,2
the-plague-forge-hough,book,Jason M. Hough,The Plague Forge,The Dire Earth,3
world-of-our-fathers-the-journey-of-the-east-european-jews-to-america-and-the-life-they-found-and-made-howe,book,Irving Howe,World of Our Fathers: The Journey of the East European Jews to America and the Life They Found and Made,,
dust-howey,book,Hugh Howey,Dust,Wool,3
shift-howey,book,Hugh Howey,Shift,Wool,2
wool-omnibus-howey,book,Hugh Howey,Wool Omnibus,Wool,1
spire-the-city-must-fall-howitt-christopher-taylor,rpg,Grant Howitt,Spire: The City Must Fall,,
l-ron-hubbard-presents-writers-of-the-future-22-hubbard-algis-budrys,book,L. Ron Hubbard,L. Ron Hubbard Presents Writers of the Future 22,,
absence-hudson,book,Andrew Dana Hudson,Absence,,
our-shared-storm-a-novel-of-five-climate-futures-hudson,book,Andrew Dana Hudson,Our Shared Storm: A Novel of Five Climate Futures,,
bridge-of-birds-hughart,book,Barry Hughart,Bridge of Birds,The Chronicles of Master Li and Number Ten Ox,1
eight-skilled-gentlemen-hughart,book,Barry Hughart,Eight Skilled Gentlemen,The Chronicles of Master Li and Number Ten Ox,3
the-story-of-the-stone-hughart,book,Barry Hughart,The Story of the Stone,The Chronicles of Master Li and Number Ten Ox,2
american-genesis-a-century-of-invention-and-technological-enthusiasm-1870-1970-hughes,book,Thomas P. Hughes,"American Genesis: A Century of Invention and Technological Enthusiasm, 1870-1970",,
the-palace-file-hung-jerrold-l-schecter,book,Nguyen Tien Hung,The Palace File,,
red-smoking-mirror-hunt,book,Nick Hunt,Red Smoking Mirror,,
the-light-brigade-hurley,book,Kameron Hurley,The Light Brigade,,
hybrid-rule-and-state-formation-public-private-power-in-the-21st-century-ripe-series-in-global-political-economy-hurt-ronnie-lipschutz,book,Shelley Hurt,Hybrid Rule and State Formation: Public-Private Power in the 21st Century (RIPE Series in Global Political Economy),,
gaslands-post-apocalyptic-vehicular-combat-hutchinson-david-auden-nash,rpg,Mike Hutchinson,Gaslands: Post-Apocalyptic Vehicular Combat,,
space-team-hutchison,book,Barry J. Hutchison,Space Team,,
the-book-of-floating-exploring-the-private-sea-hutchison,book,Michael Hutchison,The Book of Floating: Exploring the Private Sea,,
316-carnage-amongst-the-stars-hutton,rpg,Gregor Hutton,3:16 Carnage Amongst the Stars,,
the-witch-a-history-of-fear-from-ancient-times-to-the-present-hutton,book,Ronald Hutton,"The Witch: A History of Fear, from Ancient Times to the Present",,
vietnam-journeys-of-body-mind-and-spirit-huy-laurel-kendall,book,Nguyen Van Huy,"Vietnam: Journeys of Body, Mind, and Spirit",,
